GeneID,AverageFPKM
Glyma.01G124500.Wm82.a4.v1,4.30605
Glyma.01G124602.Wm82.a4.v1,6.69163
Glyma.01G124700.Wm82.a4.v1,3.97357
Glyma.01G125900.Wm82.a4.v1,7.92312
Glyma.01G124900.Wm82.a4.v1,12.615
Glyma.01G126200.Wm82.a4.v1,2.63028
Glyma.01G127100.Wm82.a4.v1,4.99073
Glyma.01G126000.Wm82.a4.v1,6.97165
Glyma.01G127400.Wm82.a4.v1,5.1341
Glyma.01G128500.Wm82.a4.v1,3.729
Glyma.01G128100.Wm82.a4.v1,2.42851
Glyma.01G127200.Wm82.a4.v1,67.9972
Glyma.01G129100.Wm82.a4.v1,6.86508
Glyma.01G130000.Wm82.a4.v1,1.7813
Glyma.01G129400.Wm82.a4.v1,4.95927
Glyma.01G128700.Wm82.a4.v1,2.55132
Glyma.01G131500.Wm82.a4.v1,2.56195
Glyma.01G132300.Wm82.a4.v1,1.35281
Glyma.01G132400.Wm82.a4.v1,3.16202
Glyma.01G132000.Wm82.a4.v1,7.51438
Glyma.01G133400.Wm82.a4.v1,12.4568
Glyma.01G134600.Wm82.a4.v1,1.1303
Glyma.01G134700.Wm82.a4.v1,16.6482
Glyma.01G134400.Wm82.a4.v1,2.25562
Glyma.01G134800.Wm82.a4.v1,6.34532
Glyma.01G135900.Wm82.a4.v1,1.89433
Glyma.01G136000.Wm82.a4.v1,6.07562
Glyma.01G136100.Wm82.a4.v1,2.05199
Glyma.01G136500.Wm82.a4.v1,1.33411
Glyma.01G137100.Wm82.a4.v1,4.80205
Glyma.01G136300.Wm82.a4.v1,1.77733
Glyma.01G139000.Wm82.a4.v1,1.38207
Glyma.01G138300.Wm82.a4.v1,3.7585
Glyma.01G138800.Wm82.a4.v1,2.64188
Glyma.01G132500.Wm82.a4.v1,317.803
Glyma.01G139633.Wm82.a4.v1,1.64782
Glyma.01G139600.Wm82.a4.v1,6.13347
Glyma.01G140200.Wm82.a4.v1,1.55154
Glyma.01G140600.Wm82.a4.v1,1.12385
Glyma.01G142300.Wm82.a4.v1,2.38179
Glyma.01G142700.Wm82.a4.v1,1.1297
Glyma.01G142900.Wm82.a4.v1,6.69893
Glyma.01G143100.Wm82.a4.v1,2.83272
Glyma.01G144800.Wm82.a4.v1,2.11827
Glyma.01G145000.Wm82.a4.v1,2.05035
Glyma.01G145200.Wm82.a4.v1,1.89885
Glyma.01G145300.Wm82.a4.v1,2.6359
Glyma.01G146500.Wm82.a4.v1,2.08454
Glyma.01G146100.Wm82.a4.v1,4.35393
Glyma.01G146400.Wm82.a4.v1,4.28375
Glyma.01G146900.Wm82.a4.v1,1.94691
Glyma.01G145400.Wm82.a4.v1,8.51258
Glyma.01G146600.Wm82.a4.v1,2.23768
Glyma.01G147700.Wm82.a4.v1,5.5167
Glyma.01G148100.Wm82.a4.v1,1.16524
Glyma.01G148300.Wm82.a4.v1,1.87834
