"GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AverageFPKM"
"Glyma.01G031400.Wm82.a4.v1",1766.77843081467,-0.307459494488044,0.975265130918376,-0.315257343609239,0.752566269680485,0.999992088905012,5.70003
"Glyma.01G031700.Wm82.a4.v1",633.27307668931,-0.239206959398419,0.981825092193913,-0.243635003118432,0.8075135164411,0.999992088905012,4.86662
"Glyma.01G031800.Wm82.a4.v1",329.84957800969,0.0953467384490014,1.00333378936527,0.0950299286833747,0.924291054835165,0.999992088905012,1.05743
"Glyma.01G032500.Wm82.a4.v1",1751.297673248,-0.112455880100943,1.00452817487974,-0.111948955652146,0.910863879540746,0.999992088905012,6.50183
"Glyma.01G033400.Wm82.a4.v1",364.788122128205,-0.425656573982548,0.997348789001962,-0.42678807923204,0.669533689903706,0.999992088905012,6.96223
"Glyma.01G033800.Wm82.a4.v1",1323.47638666616,-0.490552253314439,1.34409371954668,-0.364968786164618,0.715134706477228,0.999992088905012,12.2978
"Glyma.01G034000.Wm82.a4.v1",137.122078588133,0.277967731405303,1.39999826738171,0.198548625295916,0.842615844433032,0.999992088905012,1.46376
"Glyma.01G035100.Wm82.a4.v1",593.94486629071,0.401339423190863,1.04362263953666,0.384563737874684,0.700560664673024,0.999992088905012,3.65987
"Glyma.01G035300.Wm82.a4.v1",148.6703776242,0.0181303135104154,1.18492626237925,0.0153007947296324,0.987792208455539,0.999992088905012,1.75982
"Glyma.01G035700.Wm82.a4.v1",233.032253750587,-0.245073088434406,1.01446579834029,-0.241578463103789,0.809106811815847,0.999992088905012,1.66449
"Glyma.01G037300.Wm82.a4.v1",850.486678412634,-0.421167016353902,0.997776747376643,-0.422105463432813,0.672948040294883,0.999992088905012,4.78545
"Glyma.01G037700.Wm82.a4.v1",825.54724087105,0.117490794161173,0.990040770243109,0.118672682673787,0.905534679646203,0.999992088905012,2.93827
"Glyma.01G038100.Wm82.a4.v1",978.015381264926,0.419056785224916,0.999101829805313,0.419433507900365,0.674899339746342,0.999992088905012,1.91839
"Glyma.01G038250.Wm82.a4.v1",673.003551716599,0.378543849120667,1.01650643402236,0.372396904191498,0.709597358545389,0.999992088905012,3.26285
"Glyma.01G038300.Wm82.a4.v1",701.63424523803,0.17837721360114,1.01162324385498,0.176327713587718,0.860036490829116,0.999992088905012,1.57548
"Glyma.01G038700.Wm82.a4.v1",369.225537293772,-0.348870429093862,0.990926813313745,-0.352064778555349,0.724789682089669,0.999992088905012,2.64732
"Glyma.01G038900.Wm82.a4.v1",431.766575496945,0.397570482169743,1.19733223917081,0.33204691994686,0.739853829969334,0.999992088905012,2.36205
"Glyma.01G039100.Wm82.a4.v1",361.660025959584,0.258725029046625,0.994098013059751,0.260261086580679,0.794662386929987,0.999992088905012,3.91947
"Glyma.01G040000.Wm82.a4.v1",538.748248576396,-0.363700738162273,0.993017982340642,-0.36625795769075,0.714172598120041,0.999992088905012,7.2361
"Glyma.01G040300.Wm82.a4.v1",322.496300682813,0.144407229471608,1.00003334835728,0.144402413888318,0.885182710781108,0.999992088905012,1.4621
"Glyma.01G040700.Wm82.a4.v1",1159.6434319887,0.106387986219645,1.04403112445555,0.101901163411316,0.918835126502785,0.999992088905012,17.0599
"Glyma.01G042800.Wm82.a4.v1",1945.45888905828,0.251301296145566,1.05412109514952,0.238398887283363,0.811571730370795,0.999992088905012,10.9283
"Glyma.01G044000.Wm82.a4.v1",2816.05191199994,0.170984205560391,0.96511094683992,0.17716533640018,0.859378522468052,0.999992088905012,26.691
"Glyma.01G044200.Wm82.a4.v1",513.089369471484,-0.130248417360746,1.05382965227463,-0.123595324044652,0.901635694971022,0.999992088905012,3.56778
"Glyma.01G044500.Wm82.a4.v1",785.009806928113,0.114814235053269,1.22614765456219,0.0936381802192204,0.925396579414773,0.999992088905012,8.8269
"Glyma.01G045100.Wm82.a4.v1",1831.28302472948,-0.287278340889559,1.00676894368316,-0.285346844171198,0.775378427456081,0.999992088905012,4.46775
"Glyma.01G045500.Wm82.a4.v1",429.159958149435,0.133671954202539,1.08701874022244,0.12297115887366,0.90212993648035,0.999992088905012,1.97972
"Glyma.01G046200.Wm82.a4.v1",402.714141646633,-0.359722769698144,1.04102989199146,-0.345545091899335,0.72968461693877,0.999992088905012,4.23567
"Glyma.01G046700.Wm82.a4.v1",852.143424400361,-0.0643384680774343,1.01862186740456,-0.0631622686850106,0.949637289986994,0.999992088905012,3.26832
"Glyma.01G047000.Wm82.a4.v1",2107.41250425487,0.413220084450304,1.08524423135149,0.380762295262983,0.703379639467026,0.999992088905012,22.2969
"Glyma.01G048000.Wm82.a4.v1",597.044532946234,-0.172222735091753,0.990739996640353,-0.17383242392128,0.86199716171202,0.999992088905012,1.66379
"Glyma.01G049100.Wm82.a4.v1",193.012874394106,-0.112414105750447,1.21843089478154,-0.0922613717625758,0.926490378293452,0.999992088905012,1.4459
"Glyma.01G050400.Wm82.a4.v1",321.230305372492,-0.288142534354721,1.05077964744374,-0.274217848676166,0.78391721239815,0.999992088905012,1.62502
"Glyma.01G050500.Wm82.a4.v1",345.851009357854,-0.0928397102217793,0.99802307663868,-0.0930236107710669,0.925884803866443,0.999992088905012,2.78895
"Glyma.01G050900.Wm82.a4.v1",1703.53898435431,0.29313552285492,1.34082694168137,0.218622936146655,0.826943784516452,0.999992088905012,16.4411
"Glyma.01G051400.Wm82.a4.v1",1495.13179494395,-0.371753515155215,0.978220901117938,-0.380030231137328,0.703922974472782,0.999992088905012,3.428
"Glyma.01G052200.Wm82.a4.v1",245.455259106635,-0.499762506212457,1.02439957242566,-0.487858956275311,0.625649748196511,0.999992088905012,1.92202
"Glyma.01G052700.Wm82.a4.v1",302.214661953068,-0.312212192591812,1.03348275992186,-0.302097146366928,0.762578007751113,0.999992088905012,3.10202
"Glyma.01G052800.Wm82.a4.v1",377.792136842163,0.0853069619307666,1.01562129986424,0.0839948531427709,0.93306052390608,0.999992088905012,2.63437
"Glyma.01G053200.Wm82.a4.v1",236.960512116531,-0.300419500556843,1.01944717842155,-0.294688638034188,0.768231743490203,0.999992088905012,2.2604
"Glyma.01G053800.Wm82.a4.v1",603.805818905566,0.0406305952697955,1.23498461227806,0.0328996773448439,0.973754590099361,0.999992088905012,3.10657
"Glyma.01G054000.Wm82.a4.v1",107.155216794594,-0.423391318701185,1.3256011827078,-0.319395700776553,0.749426470525864,0.999992088905012,1.80972
"Glyma.01G054200.Wm82.a4.v1",209.740110582309,-0.497608225263392,1.20988146591429,-0.411286757655517,0.680862278528923,0.999992088905012,1.97214
"Glyma.01G054300.Wm82.a4.v1",417.862838856827,-0.156488927402893,0.998854322358825,-0.156668418907514,0.875506177731708,0.999992088905012,3.02965
"Glyma.01G054800.Wm82.a4.v1",536.393867094906,-0.431749023131831,1.0629031396058,-0.406197899925251,0.684597197014343,0.999992088905012,1.8458
"Glyma.01G055400.Wm82.a4.v1",1487.04462488851,0.168461348926933,1.14398379404317,0.147258509958031,0.882927979647454,0.999992088905012,16.8234
"Glyma.01G055500.Wm82.a4.v1",214.4867593151,-0.43781716950034,1.02559037347524,-0.426892822732708,0.669457393426079,0.999992088905012,2.3902
"Glyma.01G056300.Wm82.a4.v1",597.170740607825,-0.149159681531361,1.03477596231903,-0.144146836574248,0.885384520652598,0.999992088905012,3.64962
"Glyma.01G056400.Wm82.a4.v1",49.0481579422522,-0.335053265355589,1.34665013136263,-0.248804984719053,0.803511635090828,0.999992088905012,1.01672
"Glyma.01G058000.Wm82.a4.v1",1014.16040674418,0.25409651548204,1.04701647607589,0.242686262621546,0.808248450204686,0.999992088905012,6.97755
"Glyma.01G058200.Wm82.a4.v1",407.696306096192,0.0618788279056864,1.04651831241273,0.0591282800995864,0.952849933779367,0.999992088905012,1.7258
"Glyma.01G058300.Wm82.a4.v1",1024.47467735445,0.48031670560953,0.971819974237383,0.494244529174706,0.621133495221016,0.999992088905012,5.98395
"Glyma.01G060900.Wm82.a4.v1",949.948900931248,0.151083251771333,0.972125640456157,0.155415355262555,0.876493879497731,0.999992088905012,8.32287
"Glyma.01G062000.Wm82.a4.v1",735.439345201149,-0.206426154231181,1.04448423465947,-0.197634533276112,0.843331014036008,0.999992088905012,5.62845
"Glyma.01G062400.Wm82.a4.v1",350.766155771578,-0.221397617475013,1.4332562456071,-0.154471761873421,0.877237774723608,0.999992088905012,1.12072
"Glyma.01G063000.Wm82.a4.v1",1448.00247882456,0.409257878185952,1.05527471708196,0.387821172592508,0.698148375998902,0.999992088905012,7.81885
"Glyma.01G064600.Wm82.a4.v1",515.398999618169,0.439816975207689,1.02137640013948,0.430612039937115,0.666750485300512,0.999992088905012,1.81792
"Glyma.01G064900.Wm82.a4.v1",617.647781473016,0.457838607743464,0.999085286224344,0.458257782449872,0.64676725102869,0.999992088905012,1.3423
"Glyma.01G065100.Wm82.a4.v1",742.264027490295,0.227479889040139,0.971446911435482,0.234166053092904,0.814856068108571,0.999992088905012,4.40038
"Glyma.01G066600.Wm82.a4.v1",386.701787995297,-0.220417247642343,0.99913400060498,-0.220608294291736,0.825397442263358,0.999992088905012,2.7854
"Glyma.01G068000.Wm82.a4.v1",2110.15764051944,0.254077055548456,0.994159291660658,0.255569764000336,0.798283068006449,0.999992088905012,4.8649
"Glyma.01G068600.Wm82.a4.v1",439.440559787423,-0.45367079958257,1.01842882932881,-0.445461466248514,0.655986300982302,0.999992088905012,1.66967
"Glyma.01G068800.Wm82.a4.v1",677.569838884509,0.444954700237181,1.01339744307906,0.439072254697281,0.660609182260834,0.999992088905012,1.56326
"Glyma.01G074800.Wm82.a4.v1",362.639288752411,-0.269063794668441,1.0525507712235,-0.255630228987128,0.798236374391293,0.999992088905012,4.7572
"Glyma.01G076100.Wm82.a4.v1",771.026701195679,0.478018943512539,0.993743688118781,0.481028407252033,0.630496309159346,0.999992088905012,2.94798
"Glyma.01G076900.Wm82.a4.v1",1884.32119646869,0.195158872223174,1.1999374409182,0.162640872405679,0.870801203904606,0.999992088905012,7.36038
"Glyma.01G077200.Wm82.a4.v1",1072.96318739471,-0.133949141481918,0.971122592145383,-0.137932267836547,0.890293948095113,0.999992088905012,1.8902
"Glyma.01G077300.Wm82.a4.v1",1477.48952173696,0.378694637902632,1.0455565612984,0.362194310590294,0.717206830843586,0.999992088905012,5.24937
"Glyma.01G077400.Wm82.a4.v1",664.957716224966,0.341951767939071,1.01535895836046,0.336779190377394,0.736283361301544,0.999992088905012,1.1928
"Glyma.01G078200.Wm82.a4.v1",441.077876532994,-0.224304025920518,1.23565679446637,-0.181526154288972,0.855954606002524,0.999992088905012,5.3109
"Glyma.01G079100.Wm82.a4.v1",3169.19673985921,0.342643607166996,1.00313371233908,0.341573214968549,0.732672097418253,0.999992088905012,8.99643
"Glyma.01G079500.Wm82.a4.v1",577.898538732886,0.0280300320383484,1.00913509935232,0.0277762928435831,0.977840574236119,0.999992088905012,1.96853
"Glyma.01G080600.Wm82.a4.v1",383.672607889673,0.471335974301648,1.21395880111481,0.388263566991571,0.697820995863328,0.999992088905012,1.31478
"Glyma.01G080700.Wm82.a4.v1",433.221477053001,-0.41492244150249,1.12624682123092,-0.368411642706352,0.712566317410627,0.999992088905012,3.94015
"Glyma.01G081300.Wm82.a4.v1",399.778958810755,-0.201921380250861,1.41970857185639,-0.142227344578776,0.886900433490636,0.999992088905012,1.45064
"Glyma.01G081500.Wm82.a4.v1",1473.50224115276,-0.190882744285646,0.966300279929642,-0.197539779559563,0.843405155086954,0.999992088905012,9.85145
"Glyma.01G081600.Wm82.a4.v1",4180.67121840541,-0.0655879199975877,0.971500911002203,-0.0675119490417431,0.946174149769809,0.999992088905012,19.1273
"Glyma.01G082200.Wm82.a4.v1",1878.01237708384,-0.421835591556964,0.964314258321172,-0.437446183043442,0.661787797313028,0.999992088905012,10.117
"Glyma.01G082700.Wm82.a4.v1",721.021710381386,0.207492606158574,1.01193754655138,0.2050448734368,0.837537065842705,0.999992088905012,1.5796
"Glyma.01G087000.Wm82.a4.v1",243.029066629543,0.21975286369601,1.02710639799335,0.213953358800353,0.830583429203844,0.999992088905012,3.05325
"Glyma.01G087700.Wm82.a4.v1",327.545298861405,-0.0756713486301359,1.31967399697872,-0.0573409408712903,0.954273607886004,0.999992088905012,1.07852
"Glyma.01G088200.Wm82.a4.v1",325.233660292384,-0.498246299257724,1.09999947222178,-0.452951398468733,0.6505837387946,0.999992088905012,2.28141
"Glyma.01G089000.Wm82.a4.v1",86.4287683809678,-0.172144581284324,1.10942553123788,-0.155165512634497,0.876690835884499,0.999992088905012,3.56292
"Glyma.01G089300.Wm82.a4.v1",8565.51607213849,0.238314638139641,1.15319593567412,0.206655808234644,0.836278672235467,0.999992088905012,21.8937
"Glyma.01G089500.Wm82.a4.v1",504.03200742586,0.466742498779542,1.00038529732943,0.466562733404349,0.640812754804012,0.999992088905012,1.28337
"Glyma.01G089900.Wm82.a4.v1",1306.2603354548,-0.269023302130377,1.02025568112859,-0.263682238782328,0.792024782710484,0.999992088905012,5.83167
"Glyma.01G091300.Wm82.a4.v1",176.401486071713,0.291918912979207,1.22876637068072,0.23757072128975,0.812214061434631,0.999992088905012,10.945
"Glyma.01G091400.Wm82.a4.v1",192.492248790562,-0.235341024688086,1.22312237111981,-0.19241004027473,0.847421028338749,0.999992088905012,1.99509
"Glyma.01G093000.Wm82.a4.v1",405.181832247294,0.482449305357945,1.07540075237033,0.448622808096947,0.653703777660714,0.999992088905012,1.63846
"Glyma.01G093400.Wm82.a4.v1",215.984169816472,-0.107197098949675,1.01410861545694,-0.105705737349814,0.915815828111851,0.999992088905012,1.09821
"Glyma.01G094200.Wm82.a4.v1",1442.05739519221,-0.25864767325314,1.03984427505416,-0.248736930575174,0.803564279959587,0.999992088905012,2.6329
"Glyma.01G095100.Wm82.a4.v1",340.62452523074,0.279025081348687,1.0165428645707,0.274484324344279,0.783712448556511,0.999992088905012,1.45793
"Glyma.01G096300.Wm82.a4.v1",1414.12186724036,-0.423018165891343,0.984706061094965,-0.42958826253284,0.6674951767308,0.999992088905012,8.49992
"Glyma.01G097200.Wm82.a4.v1",741.049559257,0.256159184910989,0.985816781952053,0.259844617783599,0.794983632690565,0.999992088905012,2.54177
"Glyma.01G097700.Wm82.a4.v1",244.236011562841,0.476444192101573,1.0182517015195,0.467904145301788,0.639853138963377,0.999992088905012,1.19326
"Glyma.01G098000.Wm82.a4.v1",2348.23160851633,0.371642043582088,1.08566066843189,0.34231878743372,0.732110998381545,0.999992088905012,10.562
"Glyma.01G100600.Wm82.a4.v1",180.582246312119,0.00768140878767327,1.06896613825411,0.00718582985258907,0.994266586646005,0.999992088905012,1.87794
"Glyma.01G105000.Wm82.a4.v1",2107.6064171804,-0.0890777700494546,0.981651182383934,-0.090742793008337,0.927696966971792,0.999992088905012,9.97787
"Glyma.01G105200.Wm82.a4.v1",229.177859022771,-0.413692573252128,1.51380457624331,-0.273280038747641,0.784637958310416,0.999992088905012,10.4898
"Glyma.01G105500.Wm82.a4.v1",1170.40607459035,0.409981296475088,1.04343786281798,0.392913954040221,0.694383034921329,0.999992088905012,7.30907
"Glyma.01G106200.Wm82.a4.v1",335.969996323516,0.338680181445774,1.02951930454901,0.328969238312764,0.7421789393839,0.999992088905012,2.98073
"Glyma.01G107100.Wm82.a4.v1",122.265596087351,0.187846740615867,1.12557423215461,0.166889695276947,0.867456841415115,0.999992088905012,1.01309
"Glyma.01G108000.Wm82.a4.v1",499.807295506821,0.454880074012619,0.98602893090948,0.461325281392153,0.644565249429485,0.999992088905012,1.68397
"Glyma.01G109600.Wm82.a4.v1",206.292082629873,-0.40512746051652,1.13229704414238,-0.357792562130525,0.720498557171104,0.999992088905012,2.58588
"Glyma.01G110600.Wm82.a4.v1",94.196305884604,0.185128602622189,1.20676388879267,0.153409133585697,0.878075642585711,0.999992088905012,1.02134
"Glyma.01G111200.Wm82.a4.v1",1061.18612133982,0.245606323120155,1.01876748531168,0.241081823537993,0.8094917000772,0.999992088905012,2.48159
"Glyma.01G111300.Wm82.a4.v1",942.875152659273,0.0140535864456087,0.983807616591467,0.0142848929085335,0.988602692115833,0.999992088905012,2.61068
"Glyma.01G114000.Wm82.a4.v1",339.57102106636,-0.381489637848946,1.26961772489577,-0.300475986092793,0.763814110964812,0.999992088905012,1.5526
"Glyma.01G114400.Wm82.a4.v1",445.949473416104,-0.178321269875757,1.08133921331115,-0.164907799218456,0.869016553561709,0.999992088905012,1.63863
"Glyma.01G114800.Wm82.a4.v1",519.270466394606,0.426902104435275,1.04824028917591,0.40725595919509,0.683820005466504,0.999992088905012,7.1845
"Glyma.01G116000.Wm82.a4.v1",3264.89660081079,0.291948769742821,0.975652644401641,0.299234334491934,0.764761253637004,0.999992088905012,34.2668
"Glyma.01G116100.Wm82.a4.v1",812.108428128427,0.0899158902543977,1.0119714829733,0.0888521976826993,0.929199373945425,0.999992088905012,5.03878
"Glyma.01G118200.Wm82.a4.v1",267.636512804911,0.114546715001826,1.01032947146632,0.113375604925769,0.909732779441394,0.999992088905012,1.61528
"Glyma.01G118900.Wm82.a4.v1",378.66321160002,0.0815305047759051,0.999413712948273,0.081578333096301,0.934982031539478,0.999992088905012,3.51867
