"GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AverageFPKM"
"Os01g0100100",798.447697257825,-0.0865033003645338,0.789075522007776,-0.109626135841128,0.912705882176172,0.999809817485978,2.64073
"Os01g0100500",863.194697854998,0.468895070826992,0.921275501881455,0.508962921373033,0.610778214282176,0.999809817485978,2.80445
"Os01g0100600",187.901740512612,0.0011476704497334,0.93425377436465,0.00122843544358586,0.999019850572136,0.999809817485978,2.50949
"Os01g0100700",302.674866530496,-0.139338626588707,1.11478696191898,-0.124991259629419,0.900530469879701,0.999809817485978,4.24008
"Os01g0100800",372.372687863761,-0.0521889999465957,0.827269064825929,-0.063085883620678,0.949698115146233,0.999809817485978,1.95382
"Os01g0101200",1271.65620264936,-0.0350689855182356,0.808168336981524,-0.0433931693602558,0.965388122635195,0.999809817485978,20.4144
"Os01g0101600",1872.84890508537,-0.486768489622916,0.771651649403534,-0.63081377458232,0.528162295744597,0.999809817485978,7.39222
"Os01g0101700",1526.84540469648,-0.337593110488246,1.23175935224674,-0.274073917013477,0.784027817839495,0.999809817485978,15.9795
"Os01g0102300",584.344219188733,-0.367931661869273,0.789193966597145,-0.46621195478182,0.641063793070948,0.999809817485978,8.1309
"Os01g0102600",2507.01986047349,0.188508197210051,0.761843006886766,0.247437064468676,0.804569992480438,0.999809817485978,29.034
"Os01g0102700",797.430334593523,0.0597887913359677,0.840791229538385,0.0711101510523525,0.943310089253534,0.999809817485978,5.86735
"Os01g0103600",213.100357634457,-0.395472170665565,0.980918051963015,-0.403165350942564,0.686826587519913,0.999809817485978,2.71455
"Os01g0103800",300.130368219669,-0.345744741421286,0.868560025976076,-0.398066605739474,0.690581089424297,0.999809817485978,2.08126
"Os01g0104000",324.982426515196,0.110301636671007,0.825359863719721,0.133640659692247,0.893686730773394,0.999809817485978,1.94773
"Os01g0104100",2988.28941863467,-0.013466339386773,0.755787843280854,-0.0178176184050752,0.985784349536189,0.999809817485978,20.229
"Os01g0104400",2954.44621201852,-0.397932650002873,0.804462839575258,-0.494656347598323,0.620842719992871,0.999809817485978,36.076
"Os01g0104600",2307.53681179114,0.461790376695296,0.855084855717413,0.540052105481223,0.589161099121143,0.999809817485978,8.96022
"Os01g0105400",39.6790447619354,-0.223328091809137,1.13434229136778,-0.196878925795714,0.843922285682974,0.999809817485978,1.14464
"Os01g0105900",1011.08520219976,0.214972067783029,0.849721644875547,0.252991163729288,0.800275041459272,0.999809817485978,6.11545
"Os01g0106200",437.600027482129,0.165593816856164,0.824154102770779,0.200925793246,0.840756598883113,0.999809817485978,4.40905
"Os01g0106800",497.342055884146,0.0169934717514367,0.864067494528283,0.0196668337358459,0.984309148504775,0.999809817485978,8.64208
"Os01g0106900",9978.3718670258,-0.0360004104824341,0.861868372975774,-0.0417701955556571,0.966681894769145,0.999809817485978,60.0968
"Os01g0107000",613.116904015737,-0.0316508528515454,0.849549758531221,-0.0372560318376951,0.970280862645002,0.999809817485978,3.92433
"Os01g0107400",39.1512440679217,0.00118876355235216,1.20783267725485,0.000984212113762288,0.999214712476655,0.999809817485978,1.01011
"Os01g0107900",2752.52020727493,0.373379104452765,0.766308729445467,0.487243704926809,0.626085636648438,0.999809817485978,15.1283
"Os01g0108000",589.673001763136,-0.073668383986296,0.811103239947937,-0.09082491643237,0.927631711423121,0.999809817485978,2.18994
"Os01g0108200",787.840683584959,0.0181548974015253,0.841713845885544,0.0215689660925384,0.982791789240784,0.999809817485978,2.35319
"Os01g0108600",1647.58608154411,0.295517224792672,1.39870961674847,0.211278467849281,0.832669983854,0.999809817485978,13.0276
"Os01g0109000",456.941911970018,0.0754331669966979,0.873749095300205,0.0863327554814581,0.931201900563378,0.999809817485978,3.79793
"Os01g0109700",4793.9340236863,0.424833773223035,0.829819692018255,0.511959136797262,0.608679608718911,0.999809817485978,8.80438
"Os01g0109750",227.779430326194,-0.0755879048100284,0.917240668928531,-0.0824079299692696,0.934322330296986,0.999809817485978,2.77615
"Os01g0110400",729.725589589079,0.133861999529288,0.898592493729879,0.148968526293441,0.881578468188899,0.999809817485978,4.63077
"Os01g0111200",1619.47445526543,0.0433680593375521,0.772687255888206,0.0561262774907558,0.955241210518331,0.999809817485978,7.05157
"Os01g0111400",299.147197885245,0.25918891265413,0.848045762899049,0.305630809082863,0.759885759982982,0.999809817485978,1.35906
"Os01g0111800",58.7856025100173,-0.269566049876093,1.20149528585576,-0.224358807770182,0.822478120305149,0.999809817485978,1.93127
"Os01g0112300",172.468531548219,-0.23911070025591,0.896343085407878,-0.266762475383076,0.789652047841653,0.999809817485978,1.0439
"Os01g0112500",605.751114602411,-0.450220245289831,1.22989385473062,-0.366064309987502,0.714317088394947,0.999809817485978,8.2902
"Os01g0115750",241.799165309685,-0.0515746169145762,1.13694969176313,-0.0453622682588503,0.963818555578322,0.999809817485978,1.40106
"Os01g0118000",252.611789810941,-0.473669452602681,0.833321714475903,-0.568411268270603,0.569755740804153,0.999809817485978,2.71777
"Os01g0118700",203.421631833685,-0.307923308353294,0.923260532854292,-0.333517243936918,0.738743875064606,0.999809817485978,1.40836
"Os01g0119500",347.298264729904,-0.181863373209405,0.981906724493862,-0.185214510373324,0.853060788361686,0.999809817485978,2.32137
"Os01g0120300",1499.71189243376,-0.070828206035569,0.872666941130015,-0.0811629302054844,0.93531237963086,0.999809817485978,5.34152
