"","GeneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AverageFPKM"
"145","Os09g0518000",3995.75281724139,6.45327111646016,1.84010739293455,3.50700787423535,0.000453175738286409,0.0343285245994183,2.66526
"146","Os09g0518400",33.7947770785146,20.1530412456109,3.81383654213585,5.28419113482108,1.26261374171008e-07,5.20729965164386e-05,2.25
"147","Os09g0522000",9991.07372265933,9.6246852314024,1.03448110957629,9.30387722144543,1.35415449317272e-20,1.25658766193963e-16,2.47128
"148","Os09g0522100",587.247218969767,12.4387197784914,2.44621519472079,5.08488370333714,3.67851394796608e-07,0.00013386184384373,2.25
"149","Os09g0522200",5437.62865199821,7.74539881005715,0.842946669146794,9.18848023671155,3.98430477472759e-20,2.46482374380564e-16,2.78001
"150","Os09g0536700",324.733453096572,3.48396092464159,0.987514278942689,3.52801068190304,0.000418695260183906,0.0323773555573046,2.44692
"151","Os09g0569800",305.371294842008,8.05056028524198,2.36277544069751,3.40724731879954,0.000656216368341248,0.045749207011361,2.2809
"152","Os09g0571200",282.043212628564,3.04825388710957,0.87837745833399,3.47032344487888,0.000519831969647244,0.0385902460987328,2.76357
"153","Os10g0144700",292.647701223585,-4.80369198952904,1.08856654195717,-4.41286021972742,1.02013863960886e-05,0.00191704922817787,9.72295
"154","Os10g0147200",81.6629264415798,7.14528810380697,1.78472007976774,4.00359035840335,6.23883564882116e-05,0.008270467914748,2.51747
"155","Os10g0156200",80.7319674653404,21.3656730050616,5.6496141820053,3.78179329008233,0.000155702632998741,0.0158057529220259,2.5
"156","Os10g0157400",49.7534218100353,20.6920957216115,5.65000551635901,3.66231425114535,0.000249946979014618,0.022021400849014,2.5
"157","Os10g0340301",101.697245838123,21.6860255820907,5.64948462051681,3.83858476281805,0.000123745496718445,0.0134303665122668,2.5
"158","Os10g0355800",94.096760795982,9.79803400292991,2.48010089926616,3.95065942915026,7.79361613145553e-05,0.00964833870790606,3.37662
"159","Os10g0356000",300.03700909619,8.02583645171302,1.64077801331909,4.89148220329802,1.00079444089713e-06,0.000309562400476829,4.43921
"160","Os10g0379100",25.9719120140436,19.7871284776321,3.87583854608317,5.10525096501465,3.30355787233273e-07,0.000122621461105246,2.5
"161","Os10g0389500",1732.45426104793,8.55555088108961,2.42330209892521,3.53053417685075,0.000414721432230015,0.0322042471161375,2.5131
"162","Os10g0391400",89.5780725041342,9.7266321285343,2.39808341395608,4.05600241923546,4.99197424192669e-05,0.006862670367105,2.5
"163","Os10g0392400",2364.51546885311,6.11600410485982,1.34753261106146,4.53866871543999,5.66104921711345e-06,0.00126582424602902,3.12804
"164","Os10g0418100",278.496491029452,6.10505752587012,1.79874361176426,3.39406766252924,0.000688626761601243,0.0470183492541374,2.51766
"165","Os10g0490100",155.569792057616,10.5216864972797,2.77860231060944,3.78668313097743,0.000152671587690499,0.015654320419602,2.5
"166","Os10g0499400",1189.63815999007,3.43160848118177,0.957783817918685,3.5828632902139,0.000339848490543675,0.0276833301572753,3.99256
"167","Os10g0499500",675.172692534788,6.10296253433205,1.66079654631789,3.67472015031751,0.000238110257548706,0.0214518848050797,2.56248
"168","Os10g0521900",1709.37451536347,6.88962172988921,1.47002625822147,4.68673378543912,2.77599677711414e-06,0.000725629918119174,2.69543
"169","Os10g0562900",552.833150919082,7.90680276421119,1.13212390559143,6.9840436414781,2.86802907304117e-12,7.60396450951016e-09,2.53443
"170","Os10g0565150",324.321008318531,3.15578611322616,0.904798656045119,3.48783244995094,0.000486953126042783,0.0362946307880643,2.88501
"171","Os11g0114300",301.558084630562,9.03326012937388,2.40596724716886,3.7545233169751,0.000173671678181138,0.0168752496092342,2.75
"172","Os11g0151400",880.388507541749,13.0229740831138,2.34223680587059,5.56005868000746,2.69683960926361e-08,1.76322721081291e-05,2.75
"173","Os11g0210201",3150.21486936093,7.60967851679513,1.8953090201314,4.01500675402661,5.94440925022506e-05,0.00793685548740481,3.25395
"174","Os11g0495400",168.348056187415,22.3867570031285,5.64928710435732,3.96275788247008,7.40889089103705e-05,0.00941791822238058,2.75
"175","Os11g0506800",39.7401545275125,20.3805076235404,3.78435934291796,5.38545782172627,7.22604793416383e-08,3.62454658405801e-05,2.775
"176","Os11g0673000",632.954882489836,8.51782376029681,2.52536125322209,3.37291298400535,0.000743774538724671,0.0494756690472802,2.76156
"177","Os11g0673200",256.277059512069,22.9686404457758,5.64918370512062,4.06583351590358,4.78610944721337e-05,0.0067291973659722,2.75
"178","Os12g0114000",212.733508538803,6.94179317710141,1.97260719103959,3.51909554453311,0.000433020730860175,0.0330717355721563,3.03949
"179","Os12g0150200",155.049427867769,10.5177185056376,2.46544452997926,4.26605359712801,1.98961001665889e-05,0.00332659209902454,3
"180","Os12g0207500",709.375677569239,6.56338006456982,1.15448354770751,5.68512221555943,1.30719143914594e-08,1.01084024662956e-05,3.04349
"181","Os12g0207600",536.536028698029,7.54157407641141,1.21899094256856,6.18673512087006,6.1423044329575e-10,8.7688483054814e-07,4.83031
"182","Os12g0248600",50.6921656177719,20.5649432055453,5.64998677296594,3.63982147780318,0.000272827126864456,0.0233336343201726,3
"183","Os12g0435200",19.1673923234532,-8.5702430956928,2.38950313191976,-3.58662141145944,0.000334990129229716,0.0275092115414792,3.46596
"184","Os12g0471100",197.701846255129,8.42392536418729,2.06141899275201,4.08646926889002,4.37987468850227e-05,0.0062050453697644,3.005
"185","Os12g0493900",667.384760947525,12.6230979501634,2.7617131961892,4.57074904359423,4.85983989001667e-06,0.00114169327239012,3
"186","Os12g0547600",3556.40438006343,5.18041470536429,1.44322812847338,3.58946351111106,0.000331359207036675,0.0273319801039718,3.62722
"187","Os12g0552300",173.151066530012,6.64391938599718,1.93031875838904,3.44187681807636,0.000577693250304369,0.0418805040328078,3.00425
"188","Os12g0595200",36.923923104303,20.2791548819447,3.79695931775658,5.34089337937035,9.24896442832097e-08,4.08694121012402e-05,3
"189","Os12g0632100",1017.2417846136,7.9794114490705,1.66158357844305,4.80229315731888,1.56858817758295e-06,0.000441082242238818,3.01143
